Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.97781,0.972936,0.438571,0.975367,6696,2875,2809068885,2546914956.000000,0.000000,522589,.,.,295019.000000,192900.000000,,1.52938828409,510993,.,.,287157.000000,192391.000000,,1.49256981875,11596,.,.,7862.000000,509.000000,,15.4459724951,968394,.,.,621818.000000,312530.000000,,1.98962659585,528970,.,.,327840.000000,191545.000000,,1.71155603122,14714,.,.,8044.000000,6150.000000,,1.30796747967,424710,.,.,285934.000000,114835.000000,,2.48995515305
INDEL,*,*,PASS,*,QUAL,*,0.97781,0.972936,0.438571,0.975367,6696,2875,2809068885,2546914956.000000,0.000000,522589,.,.,295019.000000,192900.000000,,1.52938828409,510993,.,.,287157.000000,192391.000000,,1.49256981875,11596,.,.,7862.000000,509.000000,,15.4459724951,968394,.,.,621818.000000,312530.000000,,1.98962659585,528970,.,.,327840.000000,191545.000000,,1.71155603122,14714,.,.,8044.000000,6150.000000,,1.30796747967,424710,.,.,285934.000000,114835.000000,,2.48995515305
INDEL,*,AllHomopolymers_gt6bp_imperfectgt10bp_slop5,ALL,*,QUAL,*,0.978693,0.976298,0.532759,0.977494,2980,1147,83977437.000000,62848826.000000,0.000000,229174,.,.,127216.000000,85660.000000,,1.48512724726,224291,.,.,123810.000000,85290.000000,,1.4516355962,4883,.,.,3406.000000,370.000000,,9.20540540541,511087,.,.,326687.000000,164204.000000,,1.98951913473,233141,.,.,143640.000000,84944.000000,,1.69099642117,5660,.,.,2912.000000,2469.000000,,1.17942486837,272286,.,.,180135.000000,76791.000000,,2.34578270891
INDEL,*,AllHomopolymers_gt6bp_imperfectgt10bp_slop5,PASS,*,QUAL,*,0.978693,0.976298,0.532759,0.977494,2980,1147,83977437.000000,62848826.000000,0.000000,229174,.,.,127216.000000,85660.000000,,1.48512724726,224291,.,.,123810.000000,85290.000000,,1.4516355962,4883,.,.,3406.000000,370.000000,,9.20540540541,511087,.,.,326687.000000,164204.000000,,1.98951913473,233141,.,.,143640.000000,84944.000000,,1.69099642117,5660,.,.,2912.000000,2469.000000,,1.17942486837,272286,.,.,180135.000000,76791.000000,,2.34578270891
INDEL,*,AllTandemRepeats_201to10000bp_slop5,ALL,*,QUAL,*,0.97846,0.978928,0.866287,0.978694,79,35,38076769.000000,13750026.000000,0.000000,7428,.,.,4387.000000,2668.000000,,1.64430284858,7268,.,.,4262.000000,2665.000000,,1.59924953096,160,.,.,125.000000,3.000000,,41.6666666667,56786,.,.,39875.000000,14734.000000,,2.70632550563,7433,.,.,4707.000000,2642.000000,,1.78160484481,160,.,.,81.000000,76.000000,,1.06578947368,49193,.,.,35087.000000,12016.000000,,2.92002330226
INDEL,*,AllTandemRepeats_201to10000bp_slop5,PASS,*,QUAL,*,0.97846,0.978928,0.866287,0.978694,79,35,38076769.000000,13750026.000000,0.000000,7428,.,.,4387.000000,2668.000000,,1.64430284858,7268,.,.,4262.000000,2665.000000,,1.59924953096,160,.,.,125.000000,3.000000,,41.6666666667,56786,.,.,39875.000000,14734.000000,,2.70632550563,7433,.,.,4707.000000,2642.000000,,1.78160484481,160,.,.,81.000000,76.000000,,1.06578947368,49193,.,.,35087.000000,12016.000000,,2.92002330226
INDEL,*,AllTandemRepeats_51to200bp_slop5,ALL,*,QUAL,*,0.947726,0.951762,0.597919,0.94974,1010,495,26604713.000000,19569916.000000,0.000000,32119,.,.,17782.000000,9285.000000,,1.91513193323,30440,.,.,16857.000000,9250.000000,,1.82237837838,1679,.,.,925.000000,35.000000,,26.4285714286,86669,.,.,63160.000000,19764.000000,,3.19570937057,33167,.,.,23128.000000,9131.000000,,2.53290986748,1681,.,.,717.000000,902.000000,,0.794900221729,51821,.,.,39315.000000,9731.000000,,4.04018086528
INDEL,*,AllTandemRepeats_51to200bp_slop5,PASS,*,QUAL,*,0.947726,0.951762,0.597919,0.94974,1010,495,26604713.000000,19569916.000000,0.000000,32119,.,.,17782.000000,9285.000000,,1.91513193323,30440,.,.,16857.000000,9250.000000,,1.82237837838,1679,.,.,925.000000,35.000000,,26.4285714286,86669,.,.,63160.000000,19764.000000,,3.19570937057,33167,.,.,23128.000000,9131.000000,,2.53290986748,1681,.,.,717.000000,902.000000,,0.794900221729,51821,.,.,39315.000000,9731.000000,,4.04018086528
INDEL,*,AllTandemRepeats_gt10000bp_slop5,ALL,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2506,.,.,1391.000000,1031.000000,,1.34917555771,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2506,.,.,1391.000000,1031.000000,,1.34917555771
INDEL,*,AllTandemRepeats_gt10000bp_slop5,PASS,*,QUAL,*,0.0,,1.0,,0,0,71877742.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2506,.,.,1391.000000,1031.000000,,1.34917555771,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2506,.,.,1391.000000,1031.000000,,1.34917555771
INDEL,*,AllTandemRepeats_gt100bp_slop5,ALL,*,QUAL,*,0.96765,0.968258,0.803705,0.967954,321,149,119934799.000000,20670037.000000,0.000000,17156,.,.,10195.000000,5528.000000,,1.84424746744,16601,.,.,9827.000000,5522.000000,,1.77960883738,555,.,.,368.000000,6.000000,,61.3333333333,90517,.,.,63693.000000,23083.000000,,2.75930338344,17204,.,.,11408.000000,5460.000000,,2.08937728938,564,.,.,263.000000,281.000000,,0.935943060498,72749,.,.,52022.000000,17342.000000,,2.9997693461
INDEL,*,AllTandemRepeats_gt100bp_slop5,PASS,*,QUAL,*,0.96765,0.968258,0.803705,0.967954,321,149,119934799.000000,20670037.000000,0.000000,17156,.,.,10195.000000,5528.000000,,1.84424746744,16601,.,.,9827.000000,5522.000000,,1.77960883738,555,.,.,368.000000,6.000000,,61.3333333333,90517,.,.,63693.000000,23083.000000,,2.75930338344,17204,.,.,11408.000000,5460.000000,,2.08937728938,564,.,.,263.000000,281.000000,,0.935943060498,72749,.,.,52022.000000,17342.000000,,2.9997693461
INDEL,*,AllTandemRepeats_lt51bp_slop5,ALL,*,QUAL,*,0.954063,0.961418,0.4224,0.957726,2575,1084,38085246.000000,29870208.000000,0.000000,94346,.,.,50214.000000,27337.000000,,1.83685115411,90012,.,.,47756.000000,27275.000000,,1.75090742438,4334,.,.,2458.000000,62.000000,,39.6451612903,177429,.,.,122529.000000,44096.000000,,2.77868740929,98529,.,.,66729.000000,27022.000000,,2.46943231441,3954,.,.,1333.000000,2415.000000,,0.551966873706,74946,.,.,54467.000000,14659.000000,,3.71560133706
INDEL,*,AllTandemRepeats_lt51bp_slop5,PASS,*,QUAL,*,0.954063,0.961418,0.4224,0.957726,2575,1084,38085246.000000,29870208.000000,0.000000,94346,.,.,50214.000000,27337.000000,,1.83685115411,90012,.,.,47756.000000,27275.000000,,1.75090742438,4334,.,.,2458.000000,62.000000,,39.6451612903,177429,.,.,122529.000000,44096.000000,,2.77868740929,98529,.,.,66729.000000,27022.000000,,2.46943231441,3954,.,.,1333.000000,2415.000000,,0.551966873706,74946,.,.,54467.000000,14659.000000,,3.71560133706
INDEL,*,AllTandemRepeatsandHomopolymers_slop5,ALL,*,QUAL,*,0.970765,0.970952,0.525547,0.970859,5944,2442,249348603.000000,121406402.000000,0.000000,337675,.,.,185356.000000,117782.000000,,1.57372094208,327803,.,.,179151.000000,117335.000000,,1.52683342566,9872,.,.,6205.000000,447.000000,,13.8814317673,751354,.,.,492750.000000,225354.000000,,2.18655981256,346127,.,.,219975.000000,116682.000000,,1.88525222399,10355,.,.,4614.000000,5229.000000,,0.882386689616,394872,.,.,268161.000000,103443.000000,,2.59235521012
INDEL,*,AllTandemRepeatsandHomopolymers_slop5,PASS,*,QUAL,*,0.970765,0.970952,0.525547,0.970859,5944,2442,249348603.000000,121406402.000000,0.000000,337675,.,.,185356.000000,117782.000000,,1.57372094208,327803,.,.,179151.000000,117335.000000,,1.52683342566,9872,.,.,6205.000000,447.000000,,13.8814317673,751354,.,.,492750.000000,225354.000000,,2.18655981256,346127,.,.,219975.000000,116682.000000,,1.88525222399,10355,.,.,4614.000000,5229.000000,,0.882386689616,394872,.,.,268161.000000,103443.000000,,2.59235521012
INDEL,*,BadPromoters,ALL,*,QUAL,*,0.965116,0.934066,0.576744,0.949337,2,0,197273.000000,149833.000000,0.000000,86,.,.,50.000000,32.000000,,1.5625,83,.,.,47.000000,32.000000,,1.46875,3,.,.,3.000000,0.000000,,,215,.,.,121.000000,83.000000,,1.4578313253,85,.,.,51.000000,32.000000,,1.59375,6,.,.,4.000000,2.000000,,2.0,124,.,.,66.000000,49.000000,,1.34693877551
INDEL,*,BadPromoters,PASS,*,QUAL,*,0.965116,0.934066,0.576744,0.949337,2,0,197273.000000,149833.000000,0.000000,86,.,.,50.000000,32.000000,,1.5625,83,.,.,47.000000,32.000000,,1.46875,3,.,.,3.000000,0.000000,,,215,.,.,121.000000,83.000000,,1.4578313253,85,.,.,51.000000,32.000000,,1.59375,6,.,.,4.000000,2.000000,,2.0,124,.,.,66.000000,49.000000,,1.34693877551
INDEL,*,CMRGv1.00_duplicationinKMT2C,ALL,*,QUAL,*,0.0,,1.0,,0,0,17000.000000,872.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5
INDEL,*,CMRGv1.00_duplicationinKMT2C,PASS,*,QUAL,*,0.0,,1.0,,0,0,17000.000000,872.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5
INDEL,*,CMRGv1.00_falselyduplicatedgenes,ALL,*,QUAL,*,1.0,1.0,0.857143,1.0,0,0,93071.000000,65663.000000,0.000000,3,.,.,1.000000,2.000000,,0.5,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,21,.,.,11.000000,10.000000,,1.1,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,18,.,.,10.000000,8.000000,,1.25
INDEL,*,CMRGv1.00_falselyduplicatedgenes,PASS,*,QUAL,*,1.0,1.0,0.857143,1.0,0,0,93071.000000,65663.000000,0.000000,3,.,.,1.000000,2.000000,,0.5,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,21,.,.,11.000000,10.000000,,1.1,3,.,.,1.000000,2.000000,,0.5,0,.,.,0.000000,0.000000,,,18,.,.,10.000000,8.000000,,1.25
INDEL,*,HG002_hifiasmv0.11_ComplexVar_in_TRgt100,ALL,*,QUAL,*,0.984867,0.975131,0.862495,0.979975,101,100,33207990.000000,3738847.000000,0.000000,10044,.,.,6207.000000,3165.000000,,1.96113744076,9892,.,.,6127.000000,3160.000000,,1.93892405063,152,.,.,80.000000,5.000000,,16.0,74863,.,.,54607.000000,17297.000000,,3.15702144881,10038,.,.,6768.000000,3099.000000,,2.1839303001,256,.,.,182.000000,68.000000,,2.67647058824,64569,.,.,47657.000000,14130.000000,,3.37275300778
INDEL,*,HG002_hifiasmv0.11_ComplexVar_in_TRgt100,PASS,*,QUAL,*,0.984867,0.975131,0.862495,0.979975,101,100,33207990.000000,3738847.000000,0.000000,10044,.,.,6207.000000,3165.000000,,1.96113744076,9892,.,.,6127.000000,3160.000000,,1.93892405063,152,.,.,80.000000,5.000000,,16.0,74863,.,.,54607.000000,17297.000000,,3.15702144881,10038,.,.,6768.000000,3099.000000,,2.1839303001,256,.,.,182.000000,68.000000,,2.67647058824,64569,.,.,47657.000000,14130.000000,,3.37275300778
INDEL,*,HG002_v4.2.1_CNV_CCSandONT_elliptical_outlier,ALL,*,QUAL,*,0.0,,1.0,,0,0,39152503.000000,3341.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,6781,.,.,4426.000000,2097.000000,,2.11063423939,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,6781,.,.,4426.000000,2097.000000,,2.11063423939
INDEL,*,HG002_v4.2.1_CNV_CCSandONT_elliptical_outlier,PASS,*,QUAL,*,0.0,,1.0,,0,0,39152503.000000,3341.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,6781,.,.,4426.000000,2097.000000,,2.11063423939,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,6781,.,.,4426.000000,2097.000000,,2.11063423939
INDEL,*,HG002_v4.2.1_CNV_gt2assemblycontigs_ONTCanu_ONTFlye_CCSCanu,ALL,*,QUAL,*,0.0,,1.0,,0,0,12794035.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2955,.,.,2065.000000,787.000000,,2.62388818297,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2955,.,.,2065.000000,787.000000,,2.62388818297
INDEL,*,HG002_v4.2.1_CNV_gt2assemblycontigs_ONTCanu_ONTFlye_CCSCanu,PASS,*,QUAL,*,0.0,,1.0,,0,0,12794035.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2955,.,.,2065.000000,787.000000,,2.62388818297,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2955,.,.,2065.000000,787.000000,,2.62388818297
INDEL,*,HG002_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection,ALL,*,QUAL,*,0.0,,1.0,,0,0,13732774.000000,1000.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2430,.,.,1616.000000,715.000000,,2.26013986014,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2430,.,.,1616.000000,715.000000,,2.26013986014
INDEL,*,HG002_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection,PASS,*,QUAL,*,0.0,,1.0,,0,0,13732774.000000,1000.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2430,.,.,1616.000000,715.000000,,2.26013986014,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,2430,.,.,1616.000000,715.000000,,2.26013986014
INDEL,*,HG002_v4.2.1_CNVsandSVs,ALL,*,QUAL,*,0.975309,0.97546,0.997593,0.975384,2,2,90176126.000000,170045.000000,0.000000,162,.,.,116.000000,40.000000,,2.9,158,.,.,114.000000,38.000000,,3.0,4,.,.,2.000000,2.000000,,1.0,67714,.,.,46213.000000,17553.000000,,2.63276932718,159,.,.,117.000000,38.000000,,3.07894736842,4,.,.,4.000000,0.000000,,,67551,.,.,46092.000000,17515.000000,,2.63157293748
INDEL,*,HG002_v4.2.1_CNVsandSVs,PASS,*,QUAL,*,0.975309,0.97546,0.997593,0.975384,2,2,90176126.000000,170045.000000,0.000000,162,.,.,116.000000,40.000000,,2.9,158,.,.,114.000000,38.000000,,3.0,4,.,.,2.000000,2.000000,,1.0,67714,.,.,46213.000000,17553.000000,,2.63276932718,159,.,.,117.000000,38.000000,,3.07894736842,4,.,.,4.000000,0.000000,,,67551,.,.,46092.000000,17515.000000,,2.63157293748
INDEL,*,HG002_v4.2.1_Tier1plusTier2_v0.6.1,ALL,*,QUAL,*,0.961165,0.961538,0.99813,0.961352,2,2,32635612.000000,77848.000000,0.000000,103,.,.,68.000000,30.000000,,2.26666666667,99,.,.,66.000000,28.000000,,2.35714285714,4,.,.,2.000000,2.000000,,1.0,55615,.,.,38401.000000,13639.000000,,2.81552899773,100,.,.,69.000000,28.000000,,2.46428571429,4,.,.,4.000000,0.000000,,,55511,.,.,38328.000000,13611.000000,,2.81595768129
INDEL,*,HG002_v4.2.1_Tier1plusTier2_v0.6.1,PASS,*,QUAL,*,0.961165,0.961538,0.99813,0.961352,2,2,32635612.000000,77848.000000,0.000000,103,.,.,68.000000,30.000000,,2.26666666667,99,.,.,66.000000,28.000000,,2.35714285714,4,.,.,2.000000,2.000000,,1.0,55615,.,.,38401.000000,13639.000000,,2.81552899773,100,.,.,69.000000,28.000000,,2.46428571429,4,.,.,4.000000,0.000000,,,55511,.,.,38328.000000,13611.000000,,2.81595768129
INDEL,*,HG002_v4.2.1_Tier1plusTier2_v0.6.1_slop25percent,ALL,*,QUAL,*,0.975309,0.97546,0.99734,0.975384,2,2,48088781.000000,169045.000000,0.000000,162,.,.,116.000000,40.000000,,2.9,158,.,.,114.000000,38.000000,,3.0,4,.,.,2.000000,2.000000,,1.0,61287,.,.,42020.000000,15504.000000,,2.71026831785,159,.,.,117.000000,38.000000,,3.07894736842,4,.,.,4.000000,0.000000,,,61124,.,.,41899.000000,15466.000000,,2.70910384068
INDEL,*,HG002_v4.2.1_Tier1plusTier2_v0.6.1_slop25percent,PASS,*,QUAL,*,0.975309,0.97546,0.99734,0.975384,2,2,48088781.000000,169045.000000,0.000000,162,.,.,116.000000,40.000000,,2.9,158,.,.,114.000000,38.000000,,3.0,4,.,.,2.000000,2.000000,,1.0,61287,.,.,42020.000000,15504.000000,,2.71026831785,159,.,.,117.000000,38.000000,,3.07894736842,4,.,.,4.000000,0.000000,,,61124,.,.,41899.000000,15466.000000,,2.70910384068
INDEL,*,HG002_v4.2.1_comphetindel10bp_slop50.,ALL,*,QUAL,*,0.922673,0.940988,0.249855,0.93174,2904,712,5583186.000000,4314535.000000,0.000000,42870,.,.,6298.000000,1906.000000,,3.30430220357,39555,.,.,6229.000000,1884.000000,,3.30626326964,3315,.,.,69.000000,22.000000,,3.13636363636,84689,.,.,66664.000000,5323.000000,,12.5237647943,59780,.,.,48389.000000,1813.000000,,26.6900165472,3749,.,.,1297.000000,2209.000000,,0.587143503848,21160,.,.,16978.000000,1301.000000,,13.049961568
INDEL,*,HG002_v4.2.1_comphetindel10bp_slop50.,PASS,*,QUAL,*,0.922673,0.940988,0.249855,0.93174,2904,712,5583186.000000,4314535.000000,0.000000,42870,.,.,6298.000000,1906.000000,,3.30430220357,39555,.,.,6229.000000,1884.000000,,3.30626326964,3315,.,.,69.000000,22.000000,,3.13636363636,84689,.,.,66664.000000,5323.000000,,12.5237647943,59780,.,.,48389.000000,1813.000000,,26.6900165472,3749,.,.,1297.000000,2209.000000,,0.587143503848,21160,.,.,16978.000000,1301.000000,,13.049961568
INDEL,*,HG002_v4.2.1_comphetsnp10bp_slop50,ALL,*,QUAL,*,0.991313,0.978918,0.47824,0.985077,6,14,2839747.000000,2699322.000000,0.000000,1036,.,.,650.000000,305.000000,,2.13114754098,1027,.,.,648.000000,300.000000,,2.16,9,.,.,2.000000,5.000000,,0.4,2091,.,.,1591.000000,408.000000,,3.89950980392,1068,.,.,746.000000,297.000000,,2.51178451178,23,.,.,22.000000,0.000000,,,1000,.,.,823.000000,111.000000,,7.41441441441
INDEL,*,HG002_v4.2.1_comphetsnp10bp_slop50,PASS,*,QUAL,*,0.991313,0.978918,0.47824,0.985077,6,14,2839747.000000,2699322.000000,0.000000,1036,.,.,650.000000,305.000000,,2.13114754098,1027,.,.,648.000000,300.000000,,2.16,9,.,.,2.000000,5.000000,,0.4,2091,.,.,1591.000000,408.000000,,3.89950980392,1068,.,.,746.000000,297.000000,,2.51178451178,23,.,.,22.000000,0.000000,,,1000,.,.,823.000000,111.000000,,7.41441441441
INDEL,*,HG002_v4.2.1_complexandSVs,ALL,*,QUAL,*,0.949914,0.956519,0.522429,0.953205,3003,846,111762949.000000,19309199.000000,0.000000,73174,.,.,25377.000000,13127.000000,,1.93319113278,69509,.,.,25034.000000,13030.000000,,1.92125863392,3665,.,.,343.000000,97.000000,,3.53608247423,192388,.,.,138044.000000,37457.000000,,3.68539925782,87884,.,.,65930.000000,12373.000000,,5.32853794553,3995,.,.,1438.000000,2307.000000,,0.623320329432,100509,.,.,70676.000000,22777.000000,,3.10295473504
INDEL,*,HG002_v4.2.1_complexandSVs,PASS,*,QUAL,*,0.949914,0.956519,0.522429,0.953205,3003,846,111762949.000000,19309199.000000,0.000000,73174,.,.,25377.000000,13127.000000,,1.93319113278,69509,.,.,25034.000000,13030.000000,,1.92125863392,3665,.,.,343.000000,97.000000,,3.53608247423,192388,.,.,138044.000000,37457.000000,,3.68539925782,87884,.,.,65930.000000,12373.000000,,5.32853794553,3995,.,.,1438.000000,2307.000000,,0.623320329432,100509,.,.,70676.000000,22777.000000,,3.10295473504
INDEL,*,HG002_v4.2.1_complexandSVs_alldifficultregions,ALL,*,QUAL,*,0.972919,0.971882,0.508086,0.972401,6094,2542,675622751.000000,428750714.000000,0.000000,379496,.,.,209411.000000,135415.000000,,1.5464387254,369219,.,.,202862.000000,134912.000000,,1.50366164611,10277,.,.,6549.000000,503.000000,,13.0198807157,809892,.,.,526843.000000,249054.000000,,2.115376585,387195,.,.,243541.000000,134069.000000,,1.81653476941,11202,.,.,5289.000000,5398.000000,,0.97980733605,411495,.,.,278013.000000,109587.000000,,2.53691587506
INDEL,*,HG002_v4.2.1_complexandSVs_alldifficultregions,PASS,*,QUAL,*,0.972919,0.971882,0.508086,0.972401,6094,2542,675622751.000000,428750714.000000,0.000000,379496,.,.,209411.000000,135415.000000,,1.5464387254,369219,.,.,202862.000000,134912.000000,,1.50366164611,10277,.,.,6549.000000,503.000000,,13.0198807157,809892,.,.,526843.000000,249054.000000,,2.115376585,387195,.,.,243541.000000,134069.000000,,1.81653476941,11202,.,.,5289.000000,5398.000000,,0.97980733605,411495,.,.,278013.000000,109587.000000,,2.53691587506
INDEL,*,HG002_v4.2.1_complexindel10bp_slop50,ALL,*,QUAL,*,0.993449,0.996164,0.258591,0.994805,26,44,2371853.000000,1873065.000000,0.000000,20150,.,.,12437.000000,7653.000000,,1.62511433425,20018,.,.,12362.000000,7599.000000,,1.62679299908,132,.,.,75.000000,54.000000,,1.38888888889,25318,.,.,15425.000000,9812.000000,,1.57205462699,18699,.,.,11479.000000,7204.000000,,1.59342032204,72,.,.,41.000000,26.000000,,1.57692307692,6547,.,.,3905.000000,2582.000000,,1.51239349342
INDEL,*,HG002_v4.2.1_complexindel10bp_slop50,PASS,*,QUAL,*,0.993449,0.996164,0.258591,0.994805,26,44,2371853.000000,1873065.000000,0.000000,20150,.,.,12437.000000,7653.000000,,1.62511433425,20018,.,.,12362.000000,7599.000000,,1.62679299908,132,.,.,75.000000,54.000000,,1.38888888889,25318,.,.,15425.000000,9812.000000,,1.57205462699,18699,.,.,11479.000000,7204.000000,,1.59342032204,72,.,.,41.000000,26.000000,,1.57692307692,6547,.,.,3905.000000,2582.000000,,1.51239349342
INDEL,*,HG002_v4.2.1_inversions_slop25percent,ALL,*,QUAL,*,0.0,,1.0,,0,0,966818.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,285,.,.,148.000000,127.000000,,1.16535433071,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,285,.,.,148.000000,127.000000,,1.16535433071
INDEL,*,HG002_v4.2.1_inversions_slop25percent,PASS,*,QUAL,*,0.0,,1.0,,0,0,966818.000000,0.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,285,.,.,148.000000,127.000000,,1.16535433071,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,285,.,.,148.000000,127.000000,,1.16535433071
INDEL,*,HG002_v4.2.1_notin_complexandSVs_alldifficultregions,ALL,*,QUAL,*,0.990742,0.975743,0.084552,0.983185,605,329,2259257660.000000,2113492652.000000,0.000000,143440,.,.,85915.000000,57525.000000,,1.49352455454,142112,.,.,84594.000000,57518.000000,,1.47073959456,1328,.,.,1321.000000,7.000000,,188.714285714,159098,.,.,95502.000000,63549.000000,,1.50280885616,142113,.,.,84598.000000,57515.000000,,1.47088585586,3533,.,.,2773.000000,755.000000,,3.67284768212,13452,.,.,8131.000000,5279.000000,,1.54025383595
INDEL,*,HG002_v4.2.1_notin_complexandSVs_alldifficultregions,PASS,*,QUAL,*,0.990742,0.975743,0.084552,0.983185,605,329,2259257660.000000,2113492652.000000,0.000000,143440,.,.,85915.000000,57525.000000,,1.49352455454,142112,.,.,84594.000000,57518.000000,,1.47073959456,1328,.,.,1321.000000,7.000000,,188.714285714,159098,.,.,95502.000000,63549.000000,,1.50280885616,142113,.,.,84598.000000,57515.000000,,1.47088585586,3533,.,.,2773.000000,755.000000,,3.67284768212,13452,.,.,8131.000000,5279.000000,,1.54025383595
INDEL,*,HG002_v4.2.1_othercomplexwithin10bp_slop50,ALL,*,QUAL,*,0.969692,0.98056,0.297144,0.975096,58,51,1618726.000000,1409776.000000,0.000000,6038,.,.,4110.000000,1928.000000,,2.13174273859,5855,.,.,3939.000000,1916.000000,,2.05584551148,183,.,.,171.000000,12.000000,,14.25,8124,.,.,5597.000000,2485.000000,,2.2523138833,5599,.,.,3770.000000,1829.000000,,2.0612356479,111,.,.,50.000000,60.000000,,0.833333333333,2414,.,.,1777.000000,596.000000,,2.98154362416
INDEL,*,HG002_v4.2.1_othercomplexwithin10bp_slop50,PASS,*,QUAL,*,0.969692,0.98056,0.297144,0.975096,58,51,1618726.000000,1409776.000000,0.000000,6038,.,.,4110.000000,1928.000000,,2.13174273859,5855,.,.,3939.000000,1916.000000,,2.05584551148,183,.,.,171.000000,12.000000,,14.25,8124,.,.,5597.000000,2485.000000,,2.2523138833,5599,.,.,3770.000000,1829.000000,,2.0612356479,111,.,.,50.000000,60.000000,,0.833333333333,2414,.,.,1777.000000,596.000000,,2.98154362416
